Customer;ST;GENDER;Education;Customer Lifetime Value;Income;Monthly Premium Auto;Number of Open Complaints;Policy Type;Vehicle Class;Total Claim Amount;Date
QK31192;AZ;M;High School or Below;40791327%;0;114;00/01/1900;Corporate Auto;Two-Door Car;631.124372;20/07/1997
LU89008;AZ;F;College;59555446%;0;83;00/01/1900;Personal Auto;Four-Door Car;628.023494;17/07/1997
NS10490;Oregon;F;Bachelor;141586136%;83235;70;00/01/1900;Personal Auto;Two-Door Car;336;28/09/1996
KL98495;Nevada;M;College;84872380%;0;74;00/01/1900;Personal Auto;Two-Door Car;426.655599;27/12/1996
IU96845;AZ;M;College;62854769%;32390;80;00/01/1900;Personal Auto;Four-Door Car;91.417923;27/01/1996
QL93655;Oregon;F;High School or Below;114734815%;66538;95;00/01/1900;Personal Auto;Two-Door Car;317.844812;09/09/1996
PF40592;Washington;F;College;49426306%;23285;65;00/01/1900;Personal Auto;Two-Door Car;118.446235;23/02/1996
LZ34046;Oregon;M;Bachelor;235946802%;76358;66;00/01/1900;Personal Auto;Four-Door Car;86.461582;22/01/1996
JC80093;Washington;M;Master;25725066%;21104;66;00/01/1900;Personal Auto;Four-Door Car;118.454974;23/02/1996
YE88490;AZ;F;College;53808986%;55350;67;00/01/1900;Personal Auto;Four-Door Car;321.6;13/09/1996
YC80498;California;F;College;47705509%;12964;65;00/01/1900;Personal Auto;Two-Door Car;362.774545;24/10/1996
AI85843;AZ;F;Master;67566514%;33288;86;01/02/2000;Personal Auto;Four-Door Car;221.856184;05/06/1996
XD66024;AZ;F;College;59360118%;0;84;00/01/1900;Personal Auto;Four-Door Car;980.169081;04/07/1998
FY51713;AZ;F;Bachelor;35707605%;56168;88;00/01/1900;Personal Auto;Four-Door Car;614.675906;03/07/1997
PH26378;California;M;College;60199605%;0;92;00/01/1900;Personal Auto;Four-Door Car;662.4;20/08/1997
WQ18638;Oregon;M;High School or Below;54268640%;23105;69;00/01/1900;Personal Auto;Two-Door Car;331.2;23/09/1996
KY14688;Oregon;F;Master;27303138%;36218;68;00/01/1900;Personal Auto;Four-Door Car;145.252168;21/03/1996
TC97762;California;F;High School or Below;49826814%;52275;62;00/01/1900;Corporate Auto;Four-Door Car;374.240783;05/11/1996
QC87108;Oregon;F;College;87692668%;49665;74;00/01/1900;Personal Auto;Four-Door Car;355.2;17/10/1996
CX12134;Nevada;M;High School or Below;42206135%;32471;110;00/01/1900;Personal Auto;Two-Door Car;528;08/04/1997
SM73248;AZ;M;High School or Below;115375051%;0;86;01/01/2000;Corporate Auto;Two-Door Car;619.2;08/07/1997
CK19789;California;F;Master;58871820%;62773;73;00/01/1900;Personal Auto;Four-Door Car;80.669257;16/01/1996
UV12583;California;F;College;47005838%;76694;117;00/01/1900;Personal Auto;SUV;561.6;11/05/1997
JC11405;Oregon;M;High School or Below;109639572%;55687;276;00/01/1900;Personal Auto;Luxury SUV;1324.8;13/06/1999
KA89683;AZ;F;High School or Below;25231712%;0;70;00/01/1900;Personal Auto;Four-Door Car;504;15/03/1997
BG85305;Nevada;M;Doctor;37578047%;36633;96;01/01/2000;Personal Auto;Four-Door Car;460.8;30/01/1997
UQ87917;Oregon;M;High School or Below;129417335%;77060;106;00/01/1900;Personal Auto;SUV;468.566133;07/02/1997
XN11823;Nevada;F;Bachelor;37644651%;92600;94;00/01/1900;Corporate Auto;Two-Door Car;842.43785;16/02/1998
OS46571;California;M;High School or Below;68895570%;0;66;00/01/1900;Personal Auto;Four-Door Car;475.2;14/02/1997
PX17116;Nevada;M;College;36234542%;0;111;01/02/2000;Corporate Auto;SUV;1171.93117;11/01/1999
RP19541;AZ;M;College;75821138%;64801;64;00/01/1900;Personal Auto;Four-Door Car;268.471802;22/07/1996
ZR25747;Oregon;F;College;82777456%;45257;103;00/01/1900;Corporate Auto;Two-Door Car;494.4;05/03/1997
NQ86532;California;M;High School or Below;25764556%;26854;66;00/01/1900;Personal Auto;Four-Door Car;475.2;14/02/1997
JY27336;Oregon;F;College;82053879%;85840;102;01/02/2000;Corporate Auto;SUV;138.722385;14/03/1996
PB54378;Oregon;F;Doctor;195824689%;26463;72;00/01/1900;Corporate Auto;Four-Door Car;345.6;07/10/1996
SV38190;Nevada;F;Bachelor;64815266%;30689;81;00/01/1900;Personal Auto;Four-Door Car;467.24802;06/02/1997
CV24005;Oregon;M;High School or Below;25993109%;29590;66;00/01/1900;Corporate Auto;Two-Door Car;467.503236;06/02/1997
EX28656;Oregon;F;College;98303376%;25965;253;00/01/1900;Personal Auto;Luxury SUV;1214.4;23/02/1999
CF57022;Oregon;M;Bachelor;104426514%;17269;139;00/01/1900;Personal Auto;SUV;667.2;25/08/1997
GM16780;Oregon;M;College;360575370%;90330;137;01/03/2000;Corporate Auto;Sports Car;192.085299;07/05/1996
BX94438;California;F;High School or Below;84700368%;0;113;00/01/1900;Corporate Auto;SUV;619.973889;08/07/1997
RM41745;California;F;High School or Below;82787865%;0;110;00/01/1900;Personal Auto;Four-Door Car;1002.782553;26/07/1998
XR70252;California;F;High School or Below;47889326%;0;67;01/01/2000;Personal Auto;Two-Door Car;321.6;13/09/1996
YH92099;AZ;F;Bachelor;30879999%;18558;80;00/01/1900;Special Auto;Four-Door Car;384;15/11/1996
SG81493;Arizona;M;Bachelor;44437362%;46384;113;00/01/1900;Corporate Auto;Four-Door Car;251.774574;05/07/1996
ZX23819;Oregon;F;High School or Below;79840865%;0;72;00/01/1900;Personal Auto;Two-Door Car;866.208321;12/03/1998
FJ54907;Oregon;F;College;71809710%;42303;180;00/01/1900;Personal Auto;Luxury SUV;1210.920949;19/02/1999
CU26127;California;F;Bachelor;156560343%;71731;130;00/01/1900;Corporate Auto;SUV;599.648466;18/06/1997
YH60476;Oregon;M;High School or Below;57801822%;51066;74;00/01/1900;Corporate Auto;Four-Door Car;787.993313;23/12/1997
ZZ97035;California;M;College;207149404%;0;203;00/01/1900;Corporate Auto;Luxury Car;2027.724442;16/05/2001
GE82737;Nevada;F;Bachelor;53373524%;0;86;01/03/2000;Personal Auto;Four-Door Car;619.2;08/07/1997
KY21873;Arizona;M;College;50508262%;0;69;00/01/1900;Personal Auto;Two-Door Car;72.852047;08/01/1996
UA51318;Arizona;F;High School or Below;51166240%;26173;68;01/01/2000;Corporate Auto;Four-Door Car;449.819671;19/01/1997
BV55014;Oregon;M;Bachelor;72687370%;24445;63;00/01/1900;Personal Auto;Two-Door Car;302.4;25/08/1996
HX21307;Oregon;Male;College;26166139%;72302;66;00/01/1900;Personal Auto;Two-Door Car;316.8;08/09/1996
LQ68252;Oregon;Male;High School or Below;37384362%;27208;102;00/01/1900;Personal Auto;SUV;489.6;28/02/1997
CR92802;California;F;Master;27253564%;36650;69;01/01/2000;Special Auto;Four-Door Car;56.60333;23/12/1995
SL35268;Arizona;Male;College;54538612%;30855;68;00/01/1900;Corporate Auto;Four-Door Car;259.060862;13/07/1996
RD62882;Arizona;F;Bachelor;68461503%;0;95;00/01/1900;Personal Auto;Two-Door Car;456;26/01/1997
JS42382;Oregon;Male;Master;61729142%;99960;76;00/01/1900;Corporate Auto;Four-Door Car;364.8;26/10/1996
BT30554;Arizona;F;Bachelor;103463245%;0;98;00/01/1900;Personal Auto;Four-Door Car;470.4;09/02/1997
VP57424;Nevada;F;Bachelor;69970086%;55873;88;00/01/1900;Personal Auto;Four-Door Car;299.356083;22/08/1996
VU19243;Arizona;F;High School or Below;41962577%;18052;111;00/01/1900;Personal Auto;Four-Door Car;699.1679;26/09/1997
TA82973;Oregon;F;High School or Below;78581098%;28937;104;01/02/2000;Personal Auto;SUV;117.959654;22/02/1996
GK71720;Oregon;F;High School or Below;60643440%;0;86;00/01/1900;Personal Auto;Four-Door Car;545.240341;25/04/1997
OQ61223;California;Male;College;174975220%;0;73;00/01/1900;Personal Auto;Two-Door Car;350.4;12/10/1996
LL62746;Oregon;Male;Doctor;89706473%;12829;118;00/01/1900;Personal Auto;SUV;328.231432;20/09/1996
JQ56711;Oregon;F;Master;59231172%;92163;73;00/01/1900;Personal Auto;Two-Door Car;66.568642;02/01/1996
AW77988;Oregon;Male;High School or Below;358505994%;17588;192;00/01/1900;Personal Auto;Luxury Car;1382.4;10/08/1999
QP84605;Washington;F;Bachelor;87098453%;41546;111;00/01/1900;Corporate Auto;Four-Door Car;121.306839;26/02/1996
MY97912;Arizona;Male;College;133093352%;0;127;00/01/1900;Personal Auto;SUV;609.6;28/06/1997
IB87349;California;M;High School or Below;45285049%;70340;113;00/01/1900;Special Auto;Four-Door Car;542.4;22/04/1997
AW73065;Oregon;F;High School or Below;27919065%;0;74;00/01/1900;Personal Auto;Four-Door Car;532.8;12/04/1997
BW80872;Washington;M;High School or Below;44344112%;34549;111;00/01/1900;Personal Auto;Four-Door Car;125.933005;01/03/1996
PX70175;Arizona;M;College;79960075%;93459;99;00/01/1900;Personal Auto;Four-Door Car;655.41333;13/08/1997
KF75098;Arizona;M;Bachelor;51297390%;86148;65;01/02/2000;Personal Auto;Four-Door Car;312;04/09/1996
IS50283;California;F;Bachelor;56971752%;27048;72;00/01/1900;Corporate Auto;Four-Door Car;345.6;07/10/1996
MY64920;Oregon;F;College;92171306%;73259;115;00/01/1900;Personal Auto;SUV;673.34265;31/08/1997
KN34250;Oregon;F;College;102089276%;35482;129;00/01/1900;Corporate Auto;SUV;619.2;08/07/1997
GN46207;Oregon;F;Master;41706873%;29462;107;01/01/2000;Personal Auto;SUV;513.6;24/03/1997
KL57176;Oregon;F;College;45054058%;67801;115;01/01/2000;Personal Auto;SUV;23.810491;20/11/1995
MN94234;California;M;High School or Below;31075686%;0;94;01/04/2000;Personal Auto;Two-Door Car;451.2;21/01/1997
JY90595;Arizona;M;High School or Below;55286650%;16042;73;00/01/1900;Personal Auto;Two-Door Car;350.4;12/10/1996
HK26543;California;M;High School or Below;50458667%;28056;64;01/01/2000;Personal Auto;Four-Door Car;307.2;30/08/1996
PN86062;California;M;High School or Below;29627225%;16495;85;01/03/2000;Corporate Auto;Four-Door Car;408;09/12/1996
VW27730;California;F;Master;86659564%;41163;108;00/01/1900;Corporate Auto;SUV;231.922173;15/06/1996
SH55671;Arizona;F;College;114134412%;0;161;01/01/2000;Personal Auto;Sports Car;772.8;08/12/1997
MO56878;California;M;Bachelor;154884320%;33799;109;01/03/2000;Corporate Auto;SUV;664.980242;22/08/1997
VO38365;Washington;F;College;88611495%;90125;110;00/01/1900;Corporate Auto;SUV;128.645946;04/03/1996
SV35618;Oregon;F;Bachelor;59347415%;87747;147;01/01/2000;Personal Auto;SUV;46.492039;13/12/1995
RX12347;Nevada;M;College;35432321%;35695;90;00/01/1900;Personal Auto;Four-Door Car;432;02/01/1997
FR55658;California;M;Master;34900283%;90985;87;00/01/1900;Personal Auto;Four-Door Car;78.085149;14/01/1996
XS12556;California;F;College;36830999%;0;101;00/01/1900;Corporate Auto;Sports Car;564.466556;14/05/1997
ZU73588;California;M;College;59897739%;66839;154;00/01/1900;Personal Auto;Sports Car;739.2;05/11/1997
WT43034;California;F;High School or Below;125008430%;0;165;00/01/1900;Personal Auto;SUV;792;28/12/1997
VM13430;Oregon;F;Bachelor;86091582%;79090;107;00/01/1900;Corporate Auto;SUV;289.040734;12/08/1996
TC78849;Oregon;M;Bachelor;24974551%;24825;64;00/01/1900;Personal Auto;Two-Door Car;155.938593;31/03/1996
VC34764;California;M;College;70191772%;26806;63;00/01/1900;Personal Auto;Four-Door Car;302.4;25/08/1996
WO90953;Oregon;F;College;53879263%;56835;67;00/01/1900;Personal Auto;Two-Door Car;326.549425;18/09/1996
IU47468;Oregon;F;Bachelor;61655575%;0;88;00/01/1900;Special Auto;Two-Door Car;653.65668;11/08/1997
KO46064;California;M;Bachelor;27302029%;46135;69;00/01/1900;Personal Auto;Four-Door Car;103.935601;08/02/1996
RB34917;Arizona;F;Bachelor;51621169%;0;73;00/01/1900;Personal Auto;Four-Door Car;809.532341;14/01/1998
BI38192;Oregon;F;High School or Below;79370648%;22862;67;00/01/1900;Personal Auto;Two-Door Car;321.6;13/09/1996
PU18983;Oregon;F;High School or Below;86081572%;21450;110;01/02/2000;Personal Auto;Sports Car;528;08/04/1997
SW79912;Oregon;M;Bachelor;26325458%;95854;65;00/01/1900;Personal Auto;Two-Door Car;312;04/09/1996
ES39217;Oregon;F;Bachelor;77850042%;44897;99;01/01/2000;Personal Auto;Four-Door Car;580.72531;30/05/1997
KP72427;Washington;M;High School or Below;216398386%;64455;108;00/01/1900;Personal Auto;SUV;133.735395;09/03/1996
UA19178;Oregon;F;Master;49808250%;53265;62;00/01/1900;Personal Auto;Four-Door Car;238.005074;22/06/1996
PR53785;Arizona;F;High School or Below;74572378%;0;198;01/01/2000;Personal Auto;Luxury Car;1577.674417;21/02/2000
XF57481;Washington;M;Master;106409393%;50450;90;00/01/1900;Personal Auto;Two-Door Car;135.892444;11/03/1996
CN90378;California;F;High School or Below;68625083%;54780;88;01/03/2000;Personal Auto;Four-Door Car;135.26125;11/03/1996
KI56154;Nevada;M;High School or Below;90489834%;0;119;00/01/1900;Personal Auto;Sports Car;571.2;21/05/1997
UI55951;California;M;Bachelor;55480319%;67798;69;00/01/1900;Personal Auto;Four-Door Car;331.2;23/09/1996
FF28650;Oregon;M;Bachelor;83126816%;21442;118;00/01/1900;Personal Auto;SUV;566.4;16/05/1997
FS55302;California;M;Bachelor;23899810%;27615;62;01/01/2000;Personal Auto;Four-Door Car;297.6;20/08/1996
TN79487;California;M;Bachelor;44581134%;17622;65;01/01/2000;Personal Auto;Four-Door Car;312;04/09/1996
HG32616;Nevada;M;High School or Below;52957417%;50200;135;00/01/1900;Personal Auto;Sports Car;637.063458;26/07/1997
UK41984;Arizona;F;Doctor;38396061%;0;112;01/02/2000;Personal Auto;SUV;537.6;17/04/1997
LZ52266;California;F;High School or Below;37315046%;0;96;00/01/1900;Personal Auto;Four-Door Car;460.8;30/01/1997
PM27367;California;F;Master;27789037%;73570;70;01/01/2000;Special Auto;Two-Door Car;75.936096;11/01/1996
ZK21724;Oregon;F;High School or Below;40165420%;0;111;00/01/1900;Personal Auto;SUV;799.2;04/01/1998
BH35482;Washington;M;Doctor;49309493%;70412;61;00/01/1900;Corporate Auto;Two-Door Car;136.291083;12/03/1996
QE22757;Nevada;M;Doctor;24913170%;36631;62;00/01/1900;Personal Auto;Four-Door Car;67.530904;03/01/1996
ON77649;Oregon;F;College;29088759%;35895;73;00/01/1900;Personal Auto;Four-Door Car;312.921256;04/09/1996
RN82884;Arizona;F;College;42829480%;40864;109;01/01/2000;Personal Auto;SUV;166.937747;11/04/1996
CQ75652;Oregon;M;College;83416237%;0;118;00/01/1900;Personal Auto;Four-Door Car;566.4;16/05/1997
FF58467;Arizona;F;Master;50907813%;93018;63;00/01/1900;Personal Auto;Four-Door Car;135.382194;11/03/1996
BS83666;Oregon;M;Bachelor;73661883%;70014;62;00/01/1900;Corporate Auto;Four-Door Car;17.742954;14/11/1995
WO29605;Oregon;F;College;24368751%;48875;61;00/01/1900;Personal Auto;Two-Door Car;1.838367;29/10/1995
TL77607;California;M;Bachelor;88526887%;67969;74;00/01/1900;Personal Auto;Four-Door Car;197.776009;12/05/1996
EZ50606;Oregon;F;High School or Below;238754768%;0;108;00/01/1900;Corporate Auto;SUV;612.102262;01/07/1997
OS39723;Oregon;F;Doctor;56004965%;68665;69;00/01/1900;Personal Auto;Two-Door Car;331.2;23/09/1996
FN69743;California;M;College;46365465%;26802;66;01/01/2000;Corporate Auto;Two-Door Car;316.8;08/09/1996
XW96958;Nevada;M;High School or Below;75733451%;0;110;00/01/1900;Corporate Auto;Four-Door Car;1193.036154;02/02/1999
TU92578;California;M;College;146966355%;45345;125;00/01/1900;Personal Auto;SUV;600;19/06/1997
TL43709;Washington;M;Bachelors;89721403%;89689;74;00/01/1900;Personal Auto;Four-Door Car;136.829537;12/03/1996
YE68736;California;F;Bachelor;77248401%;32051;193;01/01/2000;Personal Auto;SUV;926.4;11/05/1998
OB96537;Oregon;M;Master;59466707%;81139;74;00/01/1900;Special Auto;Four-Door Car;392.6364;23/11/1996
EU68825;Oregon;F;Master;80005451%;63834;100;01/01/2000;Personal Auto;Sports Car;215.226476;30/05/1996
CC31456;Arizona;M;Bachelor;64575610%;37548;81;00/01/1900;Special Auto;Four-Door Car;160.598662;05/04/1996
DJ77787;Arizona;F;High School or Below;72814401%;0;69;01/03/2000;Personal Auto;Four-Door Car;371.803029;02/11/1996
LN26837;California;M;High School or Below;25924378%;72421;65;00/01/1900;Personal Auto;Four-Door Car;312;04/09/1996
YI92916;Nevada;M;Master;46784234%;83102;116;00/01/1900;Corporate Auto;Four-Door Car;443.670399;13/01/1997
NW54906;Oregon;M;College;138699271%;28432;118;00/01/1900;Personal Auto;SUV;612.300581;01/07/1997
ME77513;Nevada;F;Master;87177778%;83707;108;00/01/1900;Corporate Auto;Four-Door Car;290.391526;13/08/1996
UK76891;California;F;College;52339868%;63259;65;00/01/1900;Corporate Auto;Four-Door Car;316.795337;08/09/1996
SI26888;Nevada;F;High School or Below;47641897%;0;67;00/01/1900;Personal Auto;Four-Door Car;405.527937;06/12/1996
YD74948;Oregon;F;College;24724692%;63860;62;00/01/1900;Personal Auto;Four-Door Car;208.598246;23/05/1996
HB64268;Washington;M;Bachelor;28136926%;43836;73;00/01/1900;Personal Auto;Four-Door Car;138.130879;14/03/1996
BW52697;California;F;College;55050570%;86132;68;00/01/1900;Personal Auto;Two-Door Car;301.437365;24/08/1996
NL41409;Oregon;F;Bachelor;26062085%;28519;66;00/01/1900;Personal Auto;Two-Door Car;456.473115;26/01/1997
OD69005;Arizona;F;High School or Below;104819438%;39102;88;00/01/1900;Personal Auto;Four-Door Car;152.338562;28/03/1996
ZZ91716;California;F;Bachelor;32567664%;0;89;00/01/1900;Personal Auto;Four-Door Car;491.755368;02/03/1997
UK70255;California;F;College;304757805%;97298;128;00/01/1900;Personal Auto;Sports Car;48.517439;15/12/1995
QT25383;Nevada;M;High School or Below;63649022%;41986;84;01/02/2000;Personal Auto;Two-Door Car;430.375049;31/12/1996
AW18068;Arizona;M;High School or Below;94685093%;0;88;00/01/1900;Personal Auto;Two-Door Car;633.6;22/07/1997
NS45347;Oregon;F;College;56314519%;17291;73;00/01/1900;Personal Auto;Four-Door Car;350.4;12/10/1996
FV19421;California;M;Bachelor;77809993%;0;74;00/01/1900;Personal Auto;Four-Door Car;246.489123;30/06/1996
XW89091;California;M;College;98165283%;37256;62;00/01/1900;Personal Auto;Four-Door Car;128.969729;04/03/1996
YC11951;Oregon;M;High School or Below;75191336%;96306;95;01/01/2000;Corporate Auto;Four-Door Car;185.355353;30/04/1996
UY18770;California;F;Bachelor;101797170%;14290;271;00/01/1900;Personal Auto;Luxury SUV;1300.8;20/05/1999
RA49085;California;F;College;27728392%;37038;71;01/01/2000;Corporate Auto;Four-Door Car;9.071305;06/11/1995
BG84194;Oregon;M;College;40375018%;90760;103;01/02/2000;Special Auto;SUV;133.475315;09/03/1996
PT64580;Washington;M;Master;41919661%;77048;103;00/01/1900;Personal Auto;SUV;141.199465;17/03/1996
MR67738;Oregon;F;High School or Below;26768679%;54480;67;00/01/1900;Personal Auto;Four-Door Car;321.6;13/09/1996
DM95829;California;M;College;25239596%;16244;68;00/01/1900;Personal Auto;Two-Door Car;623.223617;12/07/1997
DB75522;California;F;College;69884016%;22436;89;00/01/1900;Special Auto;Four-Door Car;427.2;28/12/1996
LM34525;Washington;F;College;87420578%;71592;72;00/01/1900;Personal Auto;Four-Door Car;141.725051;17/03/1996
WW30771;Arizona;M;Master;26733196%;28728;67;00/01/1900;Personal Auto;Four-Door Car;321.6;13/09/1996
QP65569;Arizona;M;High School or Below;121573299%;57449;103;00/01/1900;Personal Auto;Four-Door Car;494.4;05/03/1997
TN50051;California;F;Doctor;29577640%;83318;73;00/01/1900;Personal Auto;Two-Door Car;211.336937;26/05/1996
UO86707;Washington;M;Bachelors;71739094%;75217;61;01/01/2000;Personal Auto;Four-Door Car;147.080303;23/03/1996
JA41698;Nevada;M;Bachelor;30995380%;0;102;01/05/2000;Corporate Auto;SUV;862.762957;08/03/1998
NX18774;Oregon;M;Bachelor;84156846%;55308;107;00/01/1900;Corporate Auto;SUV;513.6;24/03/1997
DA69469;Oregon;F;College;268431245%;36068;97;00/01/1900;Personal Auto;Two-Door Car;113.367765;18/02/1996
CN23147;Oregon;M;Bachelor;130571707%;48804;112;01/01/2000;Corporate Auto;Four-Door Car;537.6;17/04/1997
RA68844;Oregon;M;College;95999502%;0;131;00/01/1900;Personal Auto;SUV;943.2;28/05/1998
GH42026;Oregon;M;Bachelor;85351089%;55790;111;00/01/1900;Personal Auto;SUV;117.672722;22/02/1996
BD16530;Arizona;F;Bachelor;82934819%;70258;69;00/01/1900;Personal Auto;Four-Door Car;225.145949;09/06/1996
JH91579;Oregon;F;Bachelor;68461503%;0;95;00/01/1900;Personal Auto;Two-Door Car;456;26/01/1997
WK23685;Oregon;F;Bachelor;66368598%;47274;83;01/01/2000;Corporate Auto;Four-Door Car;182.432565;27/04/1996
GR62267;Washington;F;College;56090825%;44705;71;00/01/1900;Personal Auto;Two-Door Car;148.173152;24/03/1996
PI78084;Arizona;M;High School or Below;50773209%;0;73;00/01/1900;Personal Auto;Two-Door Car;525.6;05/04/1997
GF97874;Washington;F;Master;52756270%;70446;65;00/01/1900;Personal Auto;Four-Door Car;155.570802;31/03/1996
ZH19885;Washington;F;High School or Below;25145920%;43860;65;00/01/1900;Personal Auto;Four-Door Car;156.124914;01/04/1996
UK25655;Oregon;F;Bachelor;34352501%;64348;86;00/01/1900;Personal Auto;Two-Door Car;212.391975;27/05/1996
QR45101;Oregon;M;Bachelor;66246118%;0;62;00/01/1900;Corporate Auto;Two-Door Car;297.6;20/08/1996
EL93539;California;M;Master;57574423%;88997;72;00/01/1900;Special Auto;Four-Door Car;174.041566;19/04/1996
EE99484;Washington;F;High School or Below;25145920%;43860;65;00/01/1900;Corporate Auto;Four-Door Car;156.124914;01/04/1996
DP46882;California;F;High School or Below;28864516%;10312;78;00/01/1900;Corporate Auto;Four-Door Car;486.278557;25/02/1997
WP41146;California;F;High School or Below;53414388%;0;72;01/01/2000;Personal Auto;Four-Door Car;345.6;07/10/1996
TK60799;Arizona;F;High School or Below;41600181%;96263;103;00/01/1900;Personal Auto;SUV;1.924709;29/10/1995
DN29808;California;F;College;28462454%;28919;72;00/01/1900;Corporate Auto;Four-Door Car;518.4;29/03/1997
SS59521;Oregon;F;College;47702566%;0;68;01/01/2000;Personal Auto;Two-Door Car;326.4;18/09/1996
NG66579;Oregon;M;Bachelor;50596162%;41869;64;00/01/1900;Personal Auto;Two-Door Car;262.12205;16/07/1996
TC14209;Arizona;F;High School or Below;90957446%;0;128;00/01/1900;Personal Auto;SUV;921.6;06/05/1998
ED50963;California;F;High School or Below;26888640%;32808;68;01/01/2000;Personal Auto;Four-Door Car;541.695658;21/04/1997
GP40701;California;F;Bachelor;82776376%;79780;68;00/01/1900;Personal Auto;Four-Door Car;326.4;18/09/1996
CP98451;Oregon;F;College;90579353%;91025;112;00/01/1900;Personal Auto;SUV;327.682669;19/09/1996
NX52648;California;F;High School or Below;38017504%;33043;95;00/01/1900;Personal Auto;Two-Door Car;456;26/01/1997
ZC32510;Arizona;M;High School or Below;93393416%;69442;118;01/03/2000;Personal Auto;Four-Door Car;1265.570302;15/04/1999
NG27780;Oregon;M;College;25201232%;0;70;00/01/1900;Corporate Auto;Four-Door Car;63.043197;30/12/1995
HN95240;Arizona;F;College;49840953%;0;70;00/01/1900;Corporate Auto;Four-Door Car;336;28/09/1996
EB59129;Oregon;F;Bachelor;25957480%;47234;65;00/01/1900;Personal Auto;Four-Door Car;15.631363;12/11/1995
RA70851;Oregon;M;High School or Below;74376933%;86863;92;00/01/1900;Personal Auto;Four-Door Car;441.6;11/01/1997
PM19162;Oregon;M;Bachelor;145367876%;25805;66;01/02/2000;Personal Auto;Four-Door Car;375.866091;06/11/1996
MS59005;Nevada;M;Bachelor;59133059%;43676;76;00/01/1900;Personal Auto;Four-Door Car;364.8;26/10/1996
SU71163;Arizona;M;College;27716630%;59855;74;01/04/2000;Personal Auto;Two-Door Car;355.2;17/10/1996
BD35676;Arizona;M;Master;291943664%;35296;126;00/01/1900;Personal Auto;SUV;452.616872;22/01/1997
NI44621;Oregon;F;Master;98803858%;36576;125;01/01/2000;Personal Auto;SUV;113.450122;18/02/1996
EW33419;California;F;High School or Below;151144024%;28513;100;01/01/2000;Corporate Auto;SUV;480;19/02/1997
HX44948;Oregon;M;Bachelor;57599108%;85448;72;00/01/1900;Special Auto;Four-Door Car;16.03451;13/11/1995
DL36983;Oregon;F;High School or Below;84951642%;23791;110;01/03/2000;Personal Auto;Two-Door Car;615.27228;04/07/1997
XR87264;California;F;Bachelor;43811842%;20597;112;00/01/1900;Personal Auto;Four-Door Car;615.256301;04/07/1997
NN99001;Arizona;F;College;69978274%;56940;87;00/01/1900;Personal Auto;Four-Door Car;512.66245;23/03/1997
XV95530;Oregon;M;Bachelor;114305885%;93210;71;00/01/1900;Personal Auto;Two-Door Car;74.523935;10/01/1996
OL97871;Oregon;F;Bachelor;74824861%;48992;94;01/01/2000;Personal Auto;Four-Door Car;426.072946;27/12/1996
HQ23708;Arizona;F;Master;85969166%;53736;71;00/01/1900;Personal Auto;Two-Door Car;169.287785;14/04/1996
WR63188;Arizona;M;College;78549608%;25378;66;01/01/2000;Personal Auto;Four-Door Car;419.464143;20/12/1996
NG82219;Oregon;F;Bachelor;25824085%;76731;64;00/01/1900;Personal Auto;Four-Door Car;201.455005;16/05/1996
KU29408;Washington;M;Master;90757682%;37722;116;00/01/1900;Corporate Auto;Sports Car;158.077504;03/04/1996
RE46783;California;F;Bachelor;41185886%;69379;103;00/01/1900;Personal Auto;Two-Door Car;494.4;05/03/1997
RU94434;Oregon;M;High School or Below;121573299%;57449;103;00/01/1900;Personal Auto;Four-Door Car;494.4;05/03/1997
GI82355;Arizona;M;Bachelor;51528196%;0;68;00/01/1900;Corporate Auto;Four-Door Car;326.4;18/09/1996
VO26340;Nevada;M;College;65129765%;0;93;00/01/1900;Personal Auto;Two-Door Car;669.6;27/08/1997
NV61299;Arizona;F;Bachelor;277896924%;33806;89;00/01/1900;Corporate Auto;Four-Door Car;395.729716;26/11/1996
DX31066;Washington;F;College;26672700%;94041;66;00/01/1900;Personal Auto;Four-Door Car;159.756733;04/04/1996
CY50337;Oregon;F;College;109284071%;74965;90;00/01/1900;Personal Auto;Four-Door Car;58.557552;25/12/1995
TJ20375;Arizona;F;High School or Below;76153813%;34095;63;00/01/1900;Personal Auto;Two-Door Car;302.4;25/08/1996
EP72155;California;F;College;20043507%;0;66;01/04/2000;Personal Auto;Four-Door Car;316.8;08/09/1996
JJ76159;California;M;College;24346812%;96045;61;00/01/1900;Corporate Auto;Four-Door Car;8.582971;05/11/1995
BG15419;Nevada;F;Bachelor;141953603%;86355;118;00/01/1900;Personal Auto;Sports Car;285.418473;08/08/1996
AO74776;California;F;High School or Below;94276849%;27824;118;00/01/1900;Personal Auto;SUV;566.4;16/05/1997
HQ82233;California;M;High School or Below;119824209%;42995;101;00/01/1900;Personal Auto;SUV;410.508316;11/12/1996
OL72737;Oregon;F;High School or Below;31027895%;21235;79;00/01/1900;Personal Auto;Two-Door Car;244.23135;28/06/1996
ZQ59828;California;M;High School or Below;42226312%;74585;106;00/01/1900;Personal Auto;SUV;218.598065;02/06/1996
NZ15548;Oregon;M;Bachelor;40238144%;41833;103;00/01/1900;Personal Auto;Four-Door Car;643.826716;01/08/1997
XK61304;California;F;College;52971518%;23908;70;00/01/1900;Personal Auto;Four-Door Car;336;28/09/1996
